order_id,custumer_id,product_id,order_date,quantity,unity_price,status
10107,38,28,2025-02-21,5,439.75,completed
10108,85,11,2025-11-13,2,65.28,completed
10109,21,6,2025-12-21,5,443.54,completed
10109,22,24,2025-08-13,1,277.42,completed
10110,57,20,2025-05-26,4,369.54,completed
10110,31,10,2025-08-29,2,215.39,completed
10111,60,25,2025-05-25,4,87.29,completed
10111,54,6,2025-04-13,5,443.54,completed
10111,33,2,2025-11-25,4,153.67,completed
10111,71,30,2025-02-22,5,407.85,completed
10112,11,25,2025-03-24,3,87.29,completed
10112,66,5,2025-08-12,1,367.21,cancelled
10112,29,27,2025-08-19,3,242.06,cancelled
10113,7,13,2025-09-15,3,190.06,completed
10113,11,12,2025-04-25,1,336.31,completed
10113,13,27,2026-01-01,3,242.06,completed
10113,18,2,2025-05-27,4,153.67,completed
10114,98,23,2025-08-29,4,111.96,completed
10114,11,1,2025-05-12,2,266.79,completed
10115,15,25,2025-05-28,2,87.29,completed
10115,7,8,2025-08-03,5,136.64,completed
10115,15,27,2025-09-13,5,242.06,completed
10115,81,17,2025-10-22,2,333.66,completed
10116,55,1,2025-11-11,3,266.79,completed
10116,54,6,2025-12-07,1,443.54,completed
10116,47,3,2025-09-27,5,253.0,completed
10117,50,28,2025-08-29,1,439.75,completed
10118,33,24,2025-01-09,3,277.42,completed
10118,45,8,2025-12-03,1,136.64,completed
10118,95,25,2025-06-20,2,87.29,completed
10119,83,6,2025-12-17,4,443.54,refunded
10119,62,21,2025-04-04,2,404.28,completed
10119,100,15,2025-01-19,3,434.64,completed
10120,6,11,2025-06-08,5,65.28,completed
10120,70,16,2025-05-10,1,46.0,completed
10121,37,12,2025-01-25,3,336.31,completed
10121,48,14,2025-07-24,4,217.33,completed
10122,44,6,2025-09-12,4,443.54,completed
10122,67,9,2025-02-12,4,247.03,completed
10122,78,27,2025-04-03,5,242.06,completed
10122,14,3,2025-06-17,3,253.0,completed
10123,22,23,2025-08-16,3,111.96,completed
10123,94,28,2025-06-30,5,439.75,refunded
10123,36,21,2025-01-30,1,404.28,completed
10123,52,12,2025-09-20,2,336.31,cancelled
10124,78,22,2025-08-13,1,72.45,completed
10124,31,25,2025-11-27,3,87.29,completed
10125,78,5,2025-12-14,4,367.21,cancelled
10126,57,25,2025-02-09,5,87.29,completed
10126,47,13,2025-06-10,3,190.06,completed
10126,15,1,2025-04-06,4,266.79,completed
10127,34,25,2025-05-14,4,87.29,completed
10128,89,30,2025-09-09,2,407.85,completed
10128,10,15,2025-03-30,4,434.64,refunded
10128,88,28,2025-06-13,3,439.75,completed
10129,39,28,2025-03-22,2,439.75,completed
10129,66,8,2025-03-04,2,136.64,completed
10129,31,26,2025-09-10,1,108.07,completed
10130,60,26,2025-10-10,2,108.07,completed
10130,12,3,2025-06-08,4,253.0,refunded
10130,93,16,2025-09-27,4,46.0,completed
10131,17,11,2025-11-25,1,65.28,completed
10132,17,29,2025-10-10,5,56.18,completed
10132,17,14,2025-09-15,1,217.33,completed
10132,67,5,2025-06-05,2,367.21,completed
10133,45,17,2025-05-26,1,333.66,completed
10133,82,18,2025-05-21,2,330.17,completed
10134,65,21,2025-03-28,5,404.28,cancelled
10135,22,22,2025-11-16,5,72.45,completed
10135,73,2,2025-01-15,1,153.67,completed
10136,84,7,2025-10-20,4,296.58,completed
10136,4,16,2025-11-18,5,46.0,completed
10136,39,16,2025-05-06,4,46.0,completed
10137,89,2,2025-03-22,4,153.67,completed
10138,27,11,2025-11-07,2,65.28,completed
10138,92,11,2025-06-26,4,65.28,completed
10138,48,17,2025-10-15,1,333.66,completed
10138,60,4,2025-05-17,4,278.83,completed
10139,7,10,2025-07-16,5,215.39,completed
10140,42,30,2025-10-23,3,407.85,completed
10140,21,16,2025-09-21,4,46.0,completed
10141,64,1,2025-02-16,4,266.79,completed
10141,31,7,2025-10-26,3,296.58,completed
10141,37,16,2025-11-02,4,46.0,completed
10142,14,14,2025-03-10,3,217.33,completed
10143,47,2,2025-07-25,1,153.67,completed
10143,25,12,2025-10-11,3,336.31,completed
10143,65,15,2025-10-09,3,434.64,completed
10143,80,22,2025-11-09,1,72.45,completed
10144,51,12,2025-06-23,5,336.31,cancelled
10145,26,20,2025-09-18,4,369.54,completed
10145,6,2,2025-03-12,3,153.67,completed
10146,20,20,2025-09-21,2,369.54,completed
10146,79,11,2025-03-25,4,65.28,refunded
10146,95,27,2025-06-03,5,242.06,completed
10146,66,18,2025-09-08,5,330.17,completed
10147,48,11,2025-12-11,1,65.28,refunded
10148,93,28,2025-12-19,1,439.75,completed
10148,34,21,2025-10-24,5,404.28,completed
10148,7,19,2025-09-03,2,49.09,completed
10149,19,27,2025-12-15,2,242.06,completed
10149,90,4,2025-04-08,1,278.83,completed
10149,54,5,2025-07-31,2,367.21,completed
10149,100,20,2025-08-30,1,369.54,completed
10150,72,11,2025-12-06,4,65.28,completed
10150,41,6,2025-08-24,5,443.54,completed
10151,87,25,2025-12-15,3,87.29,completed
10151,25,8,2025-05-23,5,136.64,completed
10151,39,25,2025-05-28,2,87.29,completed
10152,41,16,2025-06-28,5,46.0,cancelled
10152,93,9,2025-05-28,1,247.03,completed
10152,70,13,2025-07-22,3,190.06,cancelled
10152,19,10,2025-01-22,3,215.39,cancelled
10153,45,30,2025-08-15,3,407.85,completed
10154,26,27,2025-10-03,3,242.06,cancelled
10154,90,9,2025-03-12,1,247.03,completed
10155,32,2,2025-12-09,5,153.67,completed
10155,30,2,2025-02-21,4,153.67,completed
10156,13,22,2025-03-12,1,72.45,cancelled
10156,21,14,2025-12-01,4,217.33,completed
10156,26,25,2025-05-28,3,87.29,completed
10156,8,30,2025-02-15,5,407.85,completed
10157,23,14,2025-04-01,1,217.33,refunded
10158,64,6,2025-05-29,1,443.54,completed
10158,73,20,2025-02-24,3,369.54,completed
10158,83,18,2025-09-26,4,330.17,completed
10158,18,28,2025-09-16,4,439.75,completed
10159,43,6,2025-08-23,3,443.54,completed
10160,95,11,2025-06-01,5,65.28,completed
10161,23,20,2025-11-24,4,369.54,completed
10161,66,11,2025-02-14,4,65.28,completed
10162,18,16,2025-06-15,2,46.0,completed
10162,50,8,2025-08-17,3,136.64,cancelled
10163,75,24,2025-10-21,1,277.42,completed
10163,47,23,2025-05-01,1,111.96,completed
10163,60,10,2025-03-23,4,215.39,completed
10164,89,4,2025-11-24,3,278.83,completed
10164,29,8,2025-03-10,4,136.64,completed
10164,96,20,2025-07-11,4,369.54,completed
10165,97,18,2025-12-07,2,330.17,completed
10165,88,25,2025-11-02,1,87.29,completed
10165,68,23,2025-07-05,1,111.96,cancelled
10165,15,2,2025-10-08,5,153.67,completed
10166,22,11,2025-09-24,4,65.28,completed
10166,27,23,2025-10-26,4,111.96,completed
10167,8,15,2025-03-09,5,434.64,completed
10167,73,2,2025-10-14,4,153.67,completed
10167,40,24,2025-01-12,4,277.42,completed
10167,1,24,2025-04-22,5,277.42,completed
10168,45,23,2025-02-02,5,111.96,refunded
10168,9,30,2025-08-30,1,407.85,completed
10168,24,25,2025-03-11,4,87.29,completed
10168,49,15,2025-07-13,4,434.64,completed
10169,84,28,2025-06-28,1,439.75,completed
10169,69,13,2025-09-28,2,190.06,completed
10170,1,25,2025-01-12,3,87.29,completed
10170,93,18,2025-08-06,5,330.17,completed
10171,32,15,2025-06-27,2,434.64,completed
10171,93,25,2025-02-27,1,87.29,completed
10172,79,25,2025-01-09,2,87.29,completed
10172,13,20,2025-01-18,4,369.54,completed
10172,91,28,2025-01-25,2,439.75,completed
10172,52,15,2025-04-30,5,434.64,completed
10173,18,17,2025-05-29,2,333.66,completed
10174,74,20,2025-12-11,3,369.54,completed
10174,19,22,2025-09-24,2,72.45,completed
10174,36,2,2025-10-13,5,153.67,completed
10175,81,22,2025-08-07,5,72.45,completed
10175,45,21,2025-12-10,4,404.28,completed
10176,90,14,2025-07-29,2,217.33,completed
10176,24,25,2025-10-03,4,87.29,completed
10176,29,10,2025-12-29,2,215.39,completed
10177,72,14,2025-08-02,5,217.33,completed
10178,32,9,2025-04-15,3,247.03,completed
10178,58,28,2025-07-09,1,439.75,completed
10178,25,2,2025-05-18,4,153.67,completed
10178,78,2,2025-02-07,2,153.67,completed
10179,62,7,2025-06-20,3,296.58,cancelled
10179,2,7,2025-04-08,1,296.58,completed
10180,32,23,2025-11-06,2,111.96,completed
10180,31,18,2025-06-14,3,330.17,completed
10180,69,21,2025-07-03,3,404.28,completed
10180,66,29,2025-09-12,4,56.18,completed
10181,98,27,2025-06-13,2,242.06,completed
10181,53,2,2025-10-16,2,153.67,completed
10181,3,9,2025-10-11,5,247.03,completed
10181,54,10,2025-03-20,2,215.39,completed
10182,73,27,2025-05-06,4,242.06,completed
10182,88,11,2025-05-12,4,65.28,cancelled
10182,83,24,2025-09-09,4,277.42,completed
10182,46,6,2025-03-13,5,443.54,completed
10183,68,2,2025-02-08,1,153.67,completed
10184,18,27,2025-11-19,2,242.06,completed
10184,20,1,2025-04-22,5,266.79,completed
10184,8,20,2025-11-23,5,369.54,cancelled
10184,85,16,2025-01-09,1,46.0,completed
10185,2,1,2025-09-29,3,266.79,completed
10185,37,1,2025-09-15,4,266.79,completed
10185,23,4,2025-02-19,5,278.83,completed
10185,25,20,2025-09-27,3,369.54,completed
10186,51,3,2025-07-11,4,253.0,completed
10186,32,23,2025-04-26,3,111.96,completed
10186,11,21,2025-11-29,1,404.28,completed
10187,49,18,2025-09-01,1,330.17,completed
10187,90,6,2025-02-12,4,443.54,completed
10187,83,26,2025-06-19,5,108.07,refunded
10187,13,29,2025-09-28,1,56.18,completed
10188,35,2,2025-02-08,3,153.67,completed
10188,73,22,2025-01-17,2,72.45,cancelled
10188,41,1,2025-04-17,5,266.79,completed
10188,92,27,2025-07-23,1,242.06,completed
10189,73,27,2025-07-19,5,242.06,completed
10189,97,24,2025-03-13,1,277.42,completed
10190,7,4,2025-08-12,2,278.83,completed
10190,44,20,2025-11-11,5,369.54,completed
10190,100,11,2025-01-16,3,65.28,completed
10191,63,8,2025-07-02,5,136.64,cancelled
10191,56,6,2025-12-15,5,443.54,completed
10191,11,25,2025-11-13,3,87.29,completed
10191,92,3,2025-02-12,3,253.0,completed
10192,95,13,2025-06-12,3,190.06,completed
10192,1,10,2025-08-16,3,215.39,completed
10193,17,3,2025-04-06,4,253.0,completed
10194,14,1,2025-02-15,3,266.79,completed
10194,77,20,2025-06-16,4,369.54,completed
10194,53,13,2025-02-13,5,190.06,cancelled
10194,32,19,2025-09-24,2,49.09,completed
10195,18,9,2025-06-04,3,247.03,completed
10195,9,6,2025-08-11,3,443.54,completed
10196,10,12,2025-05-09,2,336.31,completed
10196,64,20,2025-11-12,2,369.54,completed
10196,18,10,2025-01-04,4,215.39,completed
10196,80,13,2025-06-18,4,190.06,completed
10197,39,11,2025-11-05,2,65.28,completed
10197,23,13,2025-06-13,3,190.06,completed
10198,74,26,2025-05-05,3,108.07,completed
10198,51,12,2025-02-28,5,336.31,completed
10198,70,6,2025-12-16,5,443.54,completed
10198,94,15,2025-12-29,2,434.64,completed
10199,89,3,2025-07-29,4,253.0,completed
10199,39,8,2025-05-10,2,136.64,completed
10199,49,3,2025-08-18,5,253.0,completed
10200,69,17,2025-12-21,4,333.66,completed
10200,47,23,2025-10-02,5,111.96,completed
10200,11,4,2025-05-08,3,278.83,completed
10200,79,2,2025-10-16,4,153.67,cancelled
10201,56,4,2025-01-06,1,278.83,completed
10201,66,24,2025-09-23,5,277.42,completed
10201,74,8,2025-08-17,3,136.64,completed
10202,45,1,2025-09-05,1,266.79,completed
10202,11,4,2025-03-14,3,278.83,completed
10203,27,17,2025-09-05,3,333.66,completed
10203,57,24,2025-12-23,4,277.42,completed
10203,39,2,2025-12-30,1,153.67,completed
10203,44,21,2025-02-25,2,404.28,cancelled
10204,67,6,2025-10-10,2,443.54,completed
10204,55,15,2025-04-29,4,434.64,completed
10205,82,22,2025-08-10,4,72.45,completed
10205,79,29,2025-04-12,4,56.18,completed
10206,1,23,2025-04-20,2,111.96,completed
10206,91,26,2025-02-02,5,108.07,completed
10206,69,6,2025-07-07,3,443.54,completed
10206,15,9,2025-12-10,4,247.03,completed
10207,77,13,2025-11-09,4,190.06,completed
10207,45,12,2025-08-23,5,336.31,completed
10207,87,23,2025-06-02,5,111.96,completed
10208,41,4,2025-05-03,3,278.83,completed
10208,48,23,2025-03-14,5,111.96,completed
10209,74,13,2025-08-05,2,190.06,completed
10209,69,23,2025-11-27,2,111.96,completed
10210,37,5,2025-04-06,3,367.21,completed
10210,80,2,2025-07-03,1,153.67,completed
10210,25,27,2025-07-16,5,242.06,completed
10210,64,14,2025-12-17,4,217.33,completed
10211,63,6,2025-02-12,5,443.54,completed
10211,98,8,2025-05-30,1,136.64,completed
10211,69,10,2025-03-28,4,215.39,completed
10211,99,25,2025-09-11,5,87.29,completed
10212,35,25,2025-10-06,3,87.29,completed
10213,98,24,2025-08-14,5,277.42,completed
10214,14,24,2025-12-01,2,277.42,completed
10214,5,15,2025-05-15,3,434.64,completed
10214,12,15,2025-03-02,2,434.64,completed
10214,95,19,2025-12-19,3,49.09,completed
10215,22,20,2025-03-13,2,369.54,completed
10215,8,19,2025-06-29,5,49.09,completed
10215,69,6,2025-06-15,3,443.54,completed
10215,35,28,2025-09-21,1,439.75,completed
10216,8,9,2025-12-02,2,247.03,completed
10216,17,8,2025-03-16,3,136.64,completed
10216,98,27,2025-12-13,4,242.06,completed
10216,74,21,2025-05-18,4,404.28,completed
10217,82,26,2025-02-17,4,108.07,completed
10218,89,30,2025-07-08,4,407.85,cancelled
10218,42,19,2025-01-02,1,49.09,completed
10218,59,21,2025-12-07,3,404.28,completed
10219,28,14,2025-04-19,4,217.33,completed
10219,37,11,2025-10-08,5,65.28,completed
10219,63,26,2025-06-25,1,108.07,completed
10219,81,26,2025-08-24,1,108.07,completed
10220,57,15,2025-01-01,4,434.64,completed
10220,89,30,2025-03-09,3,407.85,completed
10221,12,21,2025-07-04,3,404.28,completed
10221,86,29,2025-11-29,2,56.18,completed
10221,81,10,2025-12-25,2,215.39,completed
10222,91,4,2025-01-01,2,278.83,completed
10223,76,8,2025-09-23,4,136.64,completed
10223,90,11,2025-03-03,4,65.28,completed
10224,10,8,2025-07-16,1,136.64,completed
10224,14,4,2025-06-10,3,278.83,completed
10224,18,13,2025-03-10,2,190.06,completed
10224,73,1,2025-11-09,2,266.79,completed
10225,81,24,2025-03-19,4,277.42,completed
10225,57,28,2025-04-22,1,439.75,completed
10226,97,4,2025-10-29,4,278.83,completed
10226,55,11,2025-03-13,2,65.28,completed
10227,32,18,2025-11-04,5,330.17,completed
10228,100,23,2025-01-14,3,111.96,completed
10228,78,17,2025-04-07,4,333.66,completed
10228,7,26,2025-05-03,4,108.07,completed
10229,64,21,2025-11-01,1,404.28,completed
10229,2,12,2025-06-12,2,336.31,completed
10230,47,18,2025-12-16,2,330.17,completed
10230,99,3,2025-01-09,5,253.0,completed
10230,34,7,2025-01-21,1,296.58,cancelled
10230,51,17,2025-05-27,5,333.66,completed
10231,90,13,2025-02-12,5,190.06,completed
10231,20,9,2025-02-12,3,247.03,completed
